ROWID,ORDERID,ORDERDATE,ORDERPRIOTORITY,ORDERQUANTITY,SALES,DISCOUNT,SHIPMODE,PROFIT,UNITPRICE,SHIPPINGCOSTS,CUSTOMERNAME,PROVINCE,REGION,CUSTOMERSEGMENT,PRODUCTCATEGORY,PRODUCTSUBCATEGORY,PRODUCTNAME,PRODUCTCONTAINER,PRODUCTBASEMARGIN,SHIPDATE,DATASET,ORDER_YEAR,ORDER_MONTH,SHIP_YEAR,SHIP_MONTH
2255,16229,2019-03-29,High,19,568.7435,0.05,Regular Air,143.79,35.99,3.3,Nora Paige,Nova Scotia,Atlantic,Small Business,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,2019-03-31,Superstore,2019,3,2019,3
2260,16231,2022-09-04,Low,20,2506.38,0.07,Delivery Truck,-435.4002,124.49,51.94,Nora Paige,Nova Scotia,Atlantic,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.5481,2022-09-09,Superstore,2022,9,2022,9
2312,16674,2021-04-29,Low,49,1959.43,0.09,Regular Air,467.72,42.98,4.62,Robert Barroso,Nova Scotia,Atlantic,Small Business,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56,2021-05-06,Superstore,2021,4,2021,5
2313,16674,2021-04-29,Low,39,14072.64,0.02,Delivery Truck,2177.54,355.98,58.92,Robert Barroso,Nova Scotia,Atlantic,Small Business,Furniture,Chairs & Chairmats,Hon 4700 Series MobuisÈ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,2021-05-08,Superstore,2021,4,2021,5
2320,16710,2021-04-24,High,47,5549.79,0.09,Delivery Truck,1131.696,145.45,17.85,Alex Grayson,Nova Scotia,Atlantic,Consumer,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.4872,2021-04-26,Superstore,2021,4,2021,4
2401,17408,2019-05-27,Not Specified,41,728.127,0.02,Regular Air,52.7774,20.99,4.81,Berenike Kampe,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.6148,2019-05-29,Superstore,2019,5,2019,5
2437,17698,2022-05-13,High,22,1118.2515,0.1,Regular Air,-63.165400000000005,65.99,8.99,Michael Kennedy,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,8260,Small Box,0.6148,2022-05-15,Superstore,2022,5,2022,5
2438,17698,2022-05-13,High,40,609.4,0.04,Regular Air,-94.5838,15.28,10.91,Michael Kennedy,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,Small Box,0.3816,2022-05-14,Superstore,2022,5,2022,5
2570,18534,2021-12-30,Low,36,282.58,0.1,Express Air,22.9808,8.33,1.99,Tracy Poddar,Nova Scotia,Atlantic,Corporate,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.5512,2021-12-30,Superstore,2021,12,2021,12
2622,18951,2021-06-29,Critical,16,61.5,0.09,Regular Air,-17.2462,3.98,2.97,Astrea Jones,Nova Scotia,Atlantic,Corporate,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.371,2021-06-30,Superstore,2021,6,2021,6
2623,18951,2021-06-29,Critical,10,324.3175,0.03,Express Air,-179.92440000000002,35.99,5.0,Astrea Jones,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,Accessory27,Small Box,0.901,2021-07-01,Superstore,2021,6,2021,7
2648,19174,2020-07-16,Medium,49,214.62,0.05,Regular Air,-151.42,4.24,5.41,Fred McMath,Nova Scotia,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,2020-07-18,Superstore,2020,7,2020,7
2785,20098,2021-12-08,Medium,8,194.11,0.03,Regular Air,76.2642,22.72,8.99,Chuck Sachs,Nova Scotia,Atlantic,Consumer,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.3828,2021-12-08,Superstore,2021,12,2021,12
2942,21319,2020-04-29,Medium,11,167.53,0.03,Regular Air,-35.617799999999995,14.98,7.69,Chuck Sachs,Nova Scotia,Atlantic,Consumer,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.4958999999999999,2020-05-02,Superstore,2020,4,2020,5
2944,21319,2020-04-29,Medium,42,1060.34,0.04,Delivery Truck,-152.1978,23.99,15.68,Chuck Sachs,Nova Scotia,Atlantic,Consumer,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.5394,2020-04-30,Superstore,2020,4,2020,4
3081,22115,2020-06-15,Low,5,751.94,0.02,Delivery Truck,-247.0278,145.45,17.85,Eric Barreto,Nova Scotia,Atlantic,Consumer,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.4872,2020-06-15,Superstore,2020,6,2020,6
3088,22149,2021-09-23,Low,17,48.24,0.09,Regular Air,-1.62,2.88,1.01,Bobby Trafton,Nova Scotia,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,0.55,2021-09-28,Superstore,2021,9,2021,9
3108,22338,2020-05-14,Medium,36,200.08,0.05,Regular Air,-54.7839,5.28,5.06,Bill Tyler,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,AstroparcheÂ Fine Business Paper,Small Box,0.3219,2020-05-15,Superstore,2020,5,2020,5
3151,22627,2020-04-03,Low,33,1934.6,0.09,Regular Air,614.03,63.94,14.48,Bill Shonely,Nova Scotia,Atlantic,Small Business,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,0.46,2020-04-08,Superstore,2020,4,2020,4
3175,22820,2020-08-17,High,18,144.84,0.0,Regular Air,18.6963,7.89,2.82,Craig Yedwab,Nova Scotia,Atlantic,Consumer,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.348,2020-08-20,Superstore,2020,8,2020,8
3187,22880,2020-05-30,Medium,13,24.96,0.01,Regular Air,-20.68,1.7,1.99,Bradley Talbott,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,0.51,2020-06-02,Superstore,2020,5,2020,6
3217,23078,2021-09-15,Medium,39,577.95,0.07,Regular Air,-75.1941,15.73,7.42,Jay Fine,Nova Scotia,Atlantic,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme GalleriaÂ Hot Forged Steel Scissors with Colored Handles,Small Pack,0.4872,2021-09-17,Superstore,2021,9,2021,9
3246,23268,2022-01-16,High,5,255.31,0.02,Regular Air,40.1677,48.04,5.79,Pierre Wener,Nova Scotia,Atlantic,Home Office,Office Supplies,Paper,Xerox 1937,Small Box,0.3589,2022-01-18,Superstore,2022,1,2022,1
3354,24003,2019-10-31,Critical,4,129.7865,0.05,Express Air,-123.5006,35.99,5.99,Dan Campbell,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.4028,2019-11-02,Superstore,2019,10,2019,11
3379,24102,2020-11-30,Critical,50,1844.26,0.03,Regular Air,47.58,37.76,12.9,Fred McMath,Nova Scotia,Atlantic,Small Business,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box,0.57,2020-12-01,Superstore,2020,11,2020,12
3423,24422,2021-12-29,Critical,20,3467.28,0.06,Delivery Truck,-459.2874000000001,179.29,29.21,Craig Yedwab,Nova Scotia,Atlantic,Corporate,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.8056000000000001,2021-12-31,Superstore,2021,12,2021,12
3459,24644,2019-07-28,Critical,46,5897.47,0.0,Delivery Truck,-1870.1474,122.99,70.2,Tony Molinari,Nova Scotia,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.7844,2019-07-29,Superstore,2019,7,2019,7
3693,26401,2020-10-13,Medium,1,415.0,0.07,Regular Air,-199.31,420.98,19.99,Dave Poirier,Nova Scotia,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,2020-10-15,Superstore,2020,10,2020,10
3918,27938,2019-05-05,Medium,40,1233.51,0.05,Regular Air,299.4099,30.98,9.18,Noel Staavos,Nova Scotia,Atlantic,Home Office,Office Supplies,Paper,Xerox 1951,Small Box,0.388,2019-05-05,Superstore,2019,5,2019,5
3996,28515,2020-06-30,High,48,379.78,0.1,Regular Air,-75.8854,8.32,2.38,Frank Atkinson,Nova Scotia,Atlantic,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.7844,2020-07-02,Superstore,2020,6,2020,7
4114,29280,2022-03-28,Medium,30,856.34,0.06,Regular Air,248.91,28.38,1.99,Bill Shonely,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,Maxell 4.7GB DVD-R,Small Pack,0.51,2022-03-29,Superstore,2022,3,2022,3
4127,29346,2019-08-16,Low,2,29.06,0.1,Regular Air,-17.119,11.58,6.97,Janet Martin,Nova Scotia,Atlantic,Corporate,Office Supplies,Envelopes,"Peel & SeelÂ Recycled Catalog Envelopes, Brown",Small Box,0.371,2019-08-20,Superstore,2019,8,2019,8
4129,29349,2020-06-10,High,46,2526.54,0.04,Regular Air,772.11,65.99,2.5,Bobby Trafton,Nova Scotia,Atlantic,Small Business,Technology,Telephones and Communication,6000,Small Box,0.55,2020-06-12,Superstore,2020,6,2020,6
4153,29473,2022-02-15,Medium,31,206.2865,0.05,Regular Air,-97.4226,7.99,5.03,Katrina Willman,Nova Scotia,Atlantic,Consumer,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.522,2022-02-17,Superstore,2022,2,2022,2
4205,29893,2022-06-16,Medium,24,5452.9,0.07,Delivery Truck,426.67,225.02,28.66,Michael Paige,Nova Scotia,Atlantic,Small Business,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,2022-06-17,Superstore,2022,6,2022,6
4228,30023,2020-10-15,Low,36,840.24,0.0,Regular Air,17.1651,21.38,8.99,Giulietta Dortch,Nova Scotia,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.5133,2020-10-15,Superstore,2020,10,2020,10
4247,30215,2019-02-26,Medium,23,3637.728,0.06,Regular Air,338.9859,195.99,8.99,Cathy Hwang,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,T28 WORLD,Small Box,0.582,2019-02-28,Superstore,2019,2,2019,2
4311,30720,2022-09-27,Low,27,2398.9,0.09,Express Air,656.95,95.46,18.13,Bill Shonely,Nova Scotia,Atlantic,Small Business,Furniture,Office Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Large Box,0.56,2022-10-02,Superstore,2022,9,2022,10
4333,30884,2020-09-26,Low,6,763.448,0.05,Delivery Truck,-374.1376,146.05,80.2,Carlos Meador,Nova Scotia,Atlantic,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.7526,2020-10-01,Superstore,2020,9,2020,10
4398,31303,2021-03-20,Low,50,306.13,0.09,Express Air,84.972,5.98,1.49,Dianna Arnett,Nova Scotia,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.3783,2021-03-22,Superstore,2021,3,2021,3
4402,31392,2020-05-06,Low,21,128.86,0.1,Regular Air,-41.5257,6.48,5.16,George Zrebassa,Nova Scotia,Atlantic,Home Office,Office Supplies,Paper,Xerox 1985,Small Box,0.3589,2020-05-13,Superstore,2020,5,2020,5
4449,31715,2019-01-09,Not Specified,24,64.11,0.09,Regular Air,-4.09,2.78,0.97,Mark Haberlin,Nova Scotia,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2019-01-11,Superstore,2019,1,2019,1
4557,32420,2019-07-29,Medium,19,5369.46,0.07,Delivery Truck,-382.4694,280.98,57.0,Christy Brittain,Nova Scotia,Atlantic,Consumer,Furniture,Chairs & Chairmats,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.6786,2019-07-31,Superstore,2019,7,2019,7
4630,32965,2021-02-24,High,2,11.15,0.04,Regular Air,-5.54,3.98,2.97,Michael Paige,Nova Scotia,Atlantic,Small Business,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.35,2021-02-25,Superstore,2021,2,2021,2
4674,33253,2021-11-30,Not Specified,17,524.212,0.04,Regular Air,124.0145,35.99,3.3,Katherine Murray,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,Accessory9,Small Pack,0.3783,2021-12-02,Superstore,2021,11,2021,12
4784,33959,2019-07-31,Critical,23,367.53,0.03,Delivery Truck,12.349,15.23,27.75,Ben Peterman,Nova Scotia,Atlantic,Corporate,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,0.8056000000000001,2019-08-01,Superstore,2019,7,2019,8
4959,35271,2020-07-26,High,19,1083.4015,0.02,Regular Air,62.5941,65.99,8.99,Dean Percer,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,5180,Small Box,0.5432,2020-07-27,Superstore,2020,7,2020,7
5108,36390,2022-10-12,High,3,329.63,0.05,Regular Air,-573.8098000000001,125.99,8.99,Sylvia Foulston,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,M70,Small Box,0.6254,2022-10-14,Superstore,2022,10,2022,10
5265,37447,2019-07-08,Low,23,139.45,0.02,Regular Air,-133.36530000000002,5.81,8.49,Noel Staavos,Nova Scotia,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.3783,2019-07-12,Superstore,2019,7,2019,7
5394,38341,2019-05-18,Medium,15,62.62,0.1,Express Air,-71.0836,3.36,6.27,Brendan Murry,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.424,2019-05-19,Superstore,2019,5,2019,5
5395,38341,2019-05-18,Medium,5,64.25,0.07,Regular Air,-8.416400000000001,12.28,4.86,Brendan Murry,Nova Scotia,Atlantic,Corporate,Office Supplies,Paper,Xerox 1933,Small Box,0.4028,2019-05-20,Superstore,2019,5,2019,5
5453,38723,2022-09-20,Critical,39,2617.13,0.0,Regular Air,357.8039,64.98,6.88,Pierre Wener,Nova Scotia,Atlantic,Home Office,Office Supplies,Storage & Organization,Fellowes Bankers BoxÈ StaxonsteelÂ Drawer File/Stacking System,Small Box,0.7081,2022-09-22,Superstore,2022,9,2022,9
5467,38851,2022-06-10,Critical,1,8.49,0.06,Regular Air,-6.0844000000000005,3.74,4.69,Brad Thomas,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Accohide Poly Flexible Ring Binders,Small Box,0.371,2022-06-11,Superstore,2022,6,2022,6
5470,38882,2019-12-14,Critical,40,2169.49,0.06,Regular Air,907.7841,55.48,4.85,Hunter Lopez,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,Xerox 1888,Small Box,0.3219,2019-12-14,Superstore,2019,12,2019,12
5540,39266,2022-08-27,High,4,64.09,0.02,Regular Air,3.72,15.57,1.39,Dan Campbell,Nova Scotia,Atlantic,Small Business,Office Supplies,Envelopes,Park RidgeÈ Embossed Executive Business Envelopes,Small Box,0.38,2022-08-28,Superstore,2022,8,2022,8
5614,39780,2019-06-07,Low,48,2208.31,0.04,Regular Air,495.0996,45.98,4.8,Chuck Sachs,Nova Scotia,Atlantic,Consumer,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,0.5916,2019-06-09,Superstore,2019,6,2019,6
5625,39842,2020-12-19,Medium,22,1295.502,0.01,Express Air,195.6282,65.99,3.99,Chris Cortes,Nova Scotia,Atlantic,Consumer,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.5133,2020-12-20,Superstore,2020,12,2020,12
5652,40005,2020-07-25,High,20,873.82,0.1,Regular Air,244.45,45.98,4.8,Mark Packer,Nova Scotia,Atlantic,Small Business,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,0.68,2020-07-28,Superstore,2020,7,2020,7
5733,40704,2019-01-07,Low,6,11.57,0.01,Regular Air,-2.1836,1.76,0.7,Julie Kriz,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.5936000000000001,2019-01-12,Superstore,2019,1,2019,1
5833,41383,2020-05-12,Low,36,1449.45,0.04,Regular Air,620.07,41.94,2.99,Fred McMath,Nova Scotia,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,2020-05-19,Superstore,2020,5,2020,5
5840,41415,2019-11-10,Low,10,80.92,0.09,Regular Air,-20.16,7.64,5.83,Debra Catini,Nova Scotia,Atlantic,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2019-11-15,Superstore,2019,11,2019,11
5898,41825,2019-08-22,Critical,50,7817.45,0.03,Delivery Truck,-1134.1319999999998,150.89,60.2,Sylvia Foulston,Nova Scotia,Atlantic,Consumer,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.6699,2019-08-22,Superstore,2019,8,2019,8
5899,41826,2020-10-16,Medium,4,63.93,0.03,Express Air,35.3481,9.77,6.02,Chuck Sachs,Nova Scotia,Atlantic,Consumer,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.4175999999999999,2020-10-18,Superstore,2020,10,2020,10
5946,42213,2021-03-21,Critical,46,110.96,0.08,Regular Air,35.92,2.61,0.5,Ann Blume,Nova Scotia,Atlantic,Small Business,Office Supplies,Labels,Avery 494,Small Box,0.39,2021-03-23,Superstore,2021,3,2021,3
5995,42469,2022-11-08,Not Specified,18,2130.82,0.05,Regular Air,712.4603999999999,120.98,9.07,Muhammed Yedwab,Nova Scotia,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.3045,2022-11-09,Superstore,2022,11,2022,11
6117,43302,2021-08-23,Low,43,720.613,0.07,Regular Air,349.4608,20.99,0.99,Damala Kotsonis,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.3922,2021-09-01,Superstore,2021,8,2021,9
6156,43588,2022-09-01,Medium,16,3075.752,0.04,Delivery Truck,-555.5093,236.97,59.24,Jennifer Patt,Nova Scotia,Atlantic,Home Office,Furniture,Tables,Chromcraft Rectangular Conference Tables,Jumbo Box,0.5917,2022-09-04,Superstore,2022,9,2022,9
6208,44000,2022-10-04,Not Specified,18,85.03,0.05,Regular Air,-75.31,4.28,6.72,Dan Campbell,Nova Scotia,Atlantic,Small Business,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2022-10-04,Superstore,2022,10,2022,10
6389,45381,2021-08-21,Medium,26,164.1,0.03,Express Air,-41.22,5.74,5.01,Michael Oakman,Nova Scotia,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,2021-08-22,Superstore,2021,8,2021,8
6390,45381,2021-08-21,Medium,23,1316.87,0.02,Express Air,204.7,53.98,5.5,Michael Oakman,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,2021-08-23,Superstore,2021,8,2021,8
6431,45728,2020-06-21,High,11,38.24,0.02,Regular Air,-37.55,2.88,5.33,Keith Herrera,Nova Scotia,Atlantic,Small Business,Office Supplies,Labels,Avery File Folder Labels,Small Box,0.36,2020-06-22,Superstore,2020,6,2020,6
6456,45984,2022-01-27,Medium,27,80.33,0.01,Regular Air,2.6394,2.94,0.96,Janet Martin,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.6148,2022-01-29,Superstore,2022,1,2022,1
6459,45988,2019-09-01,Critical,43,3832.24,0.09,Express Air,-1523.2104,90.98,56.2,David Kendrick,Nova Scotia,Atlantic,Home Office,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.7178,2019-09-02,Superstore,2019,9,2019,9
6489,46177,2020-12-05,Low,48,9708.64,0.1,Delivery Truck,-560.369,218.75,69.64,Rick Duston,Nova Scotia,Atlantic,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.8162,2020-12-07,Superstore,2020,12,2020,12
6620,47106,2021-10-25,Medium,40,6618.457,0.1,Regular Air,1445.2612,205.99,5.99,Becky Martin,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,3285,Small Box,0.5722999999999999,2021-10-27,Superstore,2021,10,2021,10
6630,47169,2020-03-03,Medium,15,803.267,0.06,Regular Air,-19.3709,65.99,5.26,Doug Jacobs,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,8860,Small Box,0.5432,2020-03-04,Superstore,2020,3,2020,3
6751,48071,2021-03-03,Low,1,22.74,0.03,Express Air,-13.1823,12.64,4.98,Emily Burns,Nova Scotia,Atlantic,Home Office,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.4655999999999999,2021-03-12,Superstore,2021,3,2021,3
6910,49312,2021-02-21,Critical,19,1882.18,0.09,Express Air,356.4356,107.53,5.81,Deanra Eno,Nova Scotia,Atlantic,Corporate,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.6890000000000001,2021-02-23,Superstore,2021,2,2021,2
6930,49472,2020-07-16,Low,23,103.2,0.02,Regular Air,17.89,4.28,0.94,Robert Barroso,Nova Scotia,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,2020-07-21,Superstore,2020,7,2020,7
6980,49891,2019-09-12,Not Specified,19,88.4,0.08,Regular Air,30.885,4.91,0.5,Darrin Sayre,Nova Scotia,Atlantic,Consumer,Office Supplies,Labels,Avery 508,Small Box,0.3132,2019-09-12,Superstore,2019,9,2019,9
7041,50276,2021-02-14,Not Specified,34,390.35,0.05,Regular Air,71.03,11.55,2.36,Bradley Talbott,Nova Scotia,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2021-02-15,Superstore,2021,2,2021,2
7162,51107,2022-09-25,Not Specified,36,772.67,0.0,Regular Air,304.0822,21.38,2.99,Luke Foster,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,TrimflexÈ Flexible Post Binders,Small Box,0.3922,2022-09-26,Superstore,2022,9,2022,9
7260,51783,2021-11-11,Medium,10,1875.18,0.01,Delivery Truck,-376.9623,179.29,29.21,Brian Stugart,Nova Scotia,Atlantic,Consumer,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.6438,2021-11-13,Superstore,2021,11,2021,11
7295,52006,2019-06-24,Medium,42,375.76,0.0,Regular Air,-256.12780000000004,8.37,10.16,Carlos Meador,Nova Scotia,Atlantic,Corporate,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.6254,2019-06-26,Superstore,2019,6,2019,6
7429,52934,2021-07-27,Critical,20,92.15,0.08,Regular Air,39.1988,4.91,0.5,Sara Luxemburg,Nova Scotia,Atlantic,Corporate,Office Supplies,Labels,Avery 508,Small Box,0.3816,2021-07-28,Superstore,2021,7,2021,7
7555,54053,2022-02-14,High,18,821.7885,0.06,Express Air,-200.3958,55.99,5.0,Alex Grayson,Nova Scotia,Atlantic,Consumer,Technology,Telephones and Communication,Accessory6,Small Pack,0.6960000000000001,2022-02-15,Superstore,2022,2,2022,2
7708,55239,2022-12-03,Critical,13,95.68,0.07,Express Air,-13.2849,6.48,5.14,Joni Wasserman,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,Xerox 23,Small Box,0.3219,2022-12-04,Superstore,2022,12,2022,12
7739,55425,2021-11-01,Critical,7,73.86,0.08,Regular Air,-55.6394,9.71,9.45,Paul Knutson,Nova Scotia,Atlantic,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.636,2021-11-02,Superstore,2021,11,2021,11
7901,56515,2021-05-27,Medium,17,979.52,0.1,Delivery Truck,-362.04,58.14,36.61,Sara Luxemburg,Nova Scotia,Atlantic,Small Business,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2021-05-29,Superstore,2021,5,2021,5
8079,57638,2022-04-22,Low,35,5740.624,0.09,Delivery Truck,-458.0376,217.85,29.1,Christy Brittain,Nova Scotia,Atlantic,Consumer,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Jumbo Box,0.5916,2022-04-27,Superstore,2022,4,2022,4
8195,58599,2020-01-14,Critical,49,5332.42,0.06,Delivery Truck,-219.2,113.98,30.0,Dianna Wilson,Nova Scotia,Atlantic,Small Business,Furniture,Chairs & Chairmats,Hon ComfortaskÂ Task/Swivel Chairs,Jumbo Drum,0.69,2020-01-15,Superstore,2020,1,2020,1
8265,59075,2022-02-26,Low,4,21.84,0.02,Regular Air,-25.31,4.77,2.39,David Smith,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,2022-03-05,Superstore,2022,2,2022,3
8300,59270,2020-01-11,High,47,1597.02,0.01,Regular Air,749.03,31.78,1.99,Deborah Brumfield,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2020-01-13,Superstore,2020,1,2020,1
58,326,2021-06-03,High,34,218.27,0.03,Regular Air,-38.4018,5.99,4.92,Michelle Tran,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,"DXLÈ Angle-View Binders with Locking Rings, Black",Small Box,0.3306,2021-06-04,Superstore,2021,6,2021,6
59,326,2021-06-03,High,17,100.95,0.05,Regular Air,-18.531,5.81,3.37,Michelle Tran,Quebec,Quebec,Consumer,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.4698,2021-06-04,Superstore,2021,6,2021,6
99,614,2022-11-30,High,41,628.22,0.0,Regular Air,173.63860000000005,14.34,5.0,Dave Hallsten,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.5194,2022-12-02,Superstore,2022,11,2022,12
100,614,2022-11-30,High,24,3366.1,0.07,Delivery Truck,-355.4392,138.75,52.42,Dave Hallsten,Quebec,Quebec,Corporate,Furniture,Tables,Balt Split Level Computer Training Table,Jumbo Box,0.7844,2022-12-01,Superstore,2022,11,2022,12
139,898,2020-06-02,High,40,676.13,0.03,Regular Air,39.4893,15.98,6.5,Sanjit Jacobs,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.4175999999999999,2020-06-04,Superstore,2020,6,2020,6
140,898,2020-06-02,High,26,7668.55,0.04,Delivery Truck,-622.7286,296.18,54.12,Sanjit Jacobs,Quebec,Quebec,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.6612,2020-06-02,Superstore,2020,6,2020,6
